,name,total_rating,cost_rank,abv,cask_type,smoky,peaty,spicy,herbal,oily,full_bodied,rich,sweet,briny,salty,vanilla,tart,fruity,floral
2819,Corsair Citra Double IPA Hopped Whiskey,8,3,46.0,new charred oak,0,0,25,35,5,30,10,35,0,5,10,20,45,40
2820,Corsair Centennial Hopped Whiskey,12,3,46.0,new charred oak,0,0,25,40,5,35,30,25,0,5,10,0,40,35
2821,Johnnie Walker Explorers' Club Collection The Gold Route,52,3,40.0,used American oak,50,40,60,70,30,50,50,50,60,40,60,30,60,40
2822,Onyx Moonshine,8,2,40.0,,0,0,30,20,30,50,50,40,0,0,0,0,0,40
2823,Dalmore Valour,168,3,40.0,"first-fill bourbon, ex-Matusalem Oloroso Sherry Butts, and ex-port pipes",20,0,45,10,10,60,60,75,0,0,45,25,65,10
2824,Dad's Hat Pennsylvania White Rye,3,2,50.0,unaged,0,0,75,85,25,45,45,40,0,0,10,25,35,50
2825,Pine Barrens Single Malt,33,2,47.5,new charred oak,0,0,10,25,0,40,40,85,0,0,10,15,30,40
2826,Dimple Pinch 15 Year,216,2,40.0,,15,50,20,25,35,55,60,75,15,20,80,10,70,60
2827,Royal Salute 21 Year The Signature Blend,312,5,40.0,,30,0,50,20,20,50,70,50,10,10,40,50,70,20
2828,Leopold Bros. American Small Batch Whiskey,108,2,43.0,charred American oak,20,0,74,50,75,77,75,85,0,20,82,62,77,68
2829,Connemara Original Peated Single Malt,1024,2,40.0,ex-bourbon,79,83,71,65,74,77,70,75,74,72,70,60,67,67
2830,Wild Turkey Rye 101,353,2,50.5,"new, charred American oak",0,0,88,86,67,71,74,78,0,0,75,57,54,53
2831,Masterson's Straight Wheat Whiskey 12 Year,26,3,50.0,new charred oak,0,0,15,0,10,80,80,85,0,0,25,0,25,0
2832,Buchanan's 18 Year Special Reserve,146,3,40.0,,10,0,10,0,5,70,70,80,0,5,20,0,50,5
2833,Glenlivet Guardians' Chapter,35,4,48.7,"Hogsheads, American Oak Barrel & Sherry Casks",5,0,35,25,50,50,50,50,0,5,45,40,70,10
2834,Highland Park Einar,217,3,40.0,"American oak ex-sherry, European oak ex-sherry",35,20,50,30,20,40,40,45,15,15,10,20,45,5
2835,Virgin Bourbon 7 Year 101,84,1,50.5,"new, charred American oak",40,0,40,20,30,50,40,60,20,30,60,0,40,30
2836,Corsair Wry Moon,0,2,46.0,,0,0,20,0,0,30,30,70,0,0,15,0,10,5
2837,Benjamin Prichard's Double Barrel Bourbon,118,3,45.0,"new, charred American oak",30,0,80,30,20,40,40,50,0,0,80,50,30,0
2838,Yellow Rose Double Barrel Bourbon,24,2,43.0,"new, charred American oak",20,0,70,30,30,50,50,50,0,0,50,30,30,10
2839,High West Silver Whiskey Western Oat,81,2,40.0,used American oak,0,0,20,40,30,50,50,60,0,0,70,30,40,0
2840,Corsair Triple Smoke American Single Malt,335,2,40.0,15 and 30 gallon new American oak barrels,40,25,30,40,30,40,40,20,0,0,25,75,45,0
2841,Arran The Robert Burns Single Malt,121,2,40.0,ex-bourbon & ex-Sherry,10,0,50,40,30,60,60,70,0,0,60,40,60,10
2842,Van Brunt Stillhouse Malt,9,2,40.0,,0,0,70,65,0,20,20,60,0,0,20,0,40,45
2843,Tomatin 12 Year Bourbon & Sherry Casks,1017,2,43.0,"traditional oak, ex-bourbon, ex-sherry",30,10,60,50,40,40,40,50,0,20,30,50,40,50
2844,Old Potrero 18th Century Style Whiskey,75,3,51.2,toasted new and used American oak,20,0,70,80,30,50,50,20,0,0,40,30,20,20
2845,Breckenridge Bourbon,1801,2,43.0,"new, charred American oak",20,0,40,40,30,40,40,60,10,10,40,10,40,30
2846,James E. Pepper 1776 Straight Bourbon (100 Proof) Beige Label,285,2,50.0,"new, charred American oak",40,0,50,0,30,40,40,40,0,20,50,10,40,20
2847,Hudson Manhattan Rye,340,4,46.0,"new, charred American oak (3 & 14 gallon)",10,0,50,20,20,30,30,40,10,10,0,20,30,40
2848,Hudson Baby Bourbon,1296,4,46.0,"small new, charred American oak barrels",0,0,20,40,20,20,30,60,0,0,40,20,40,60
2849,Crown Royal Deluxe,1916,2,40.0,,10,0,40,20,30,50,50,80,0,10,70,10,80,20
2850,Forty Creek Barrel Select,444,1,40.0,American oak & ex-Sherry,50,10,70,30,20,60,60,60,10,10,60,30,60,20
2851,Tangle Ridge,19,1,40.0,used American oak,20,0,50,20,60,70,70,80,0,0,60,40,30,20
2852,Peach Street Colorado Straight Bourbon,144,3,46.0,"new, charred American oak",0,0,80,60,70,70,70,80,0,0,90,70,70,60
2853,George Dickel No. 12,1129,1,45.0,"new, charred American oak",50,0,60,30,20,60,80,70,0,0,90,20,30,0
2854,Oban 14 Year,4949,3,43.0,,40,50,40,30,50,50,40,60,30,40,50,50,60,40
2855,Glen Grant 10 Year,394,2,40.0,Ex-bourbon,40,10,40,40,30,60,50,60,20,20,50,50,70,50
2856,Hudson Single Malt,68,3,46.0,"small, new charred American oak",40,0,20,30,20,40,40,30,0,0,0,20,10,30
2857,Glenkinchie 12 Year,1131,2,43.0,,20,10,50,40,20,50,50,60,10,20,50,50,70,70
2858,Redemption Straight Rye,804,2,46.0,"new, charred American oak",40,0,70,30,40,30,30,20,30,30,20,50,40,30
2859,Bowmore Legend,281,2,40.0,American Oak,40,50,40,30,60,50,40,40,40,60,30,40,40,20
2860,Buffalo Trace Bourbon,12255,2,45.0,"new, charred American oak",25,0,35,15,10,40,40,65,0,0,35,45,45,0
2861,Johnnie Walker Explorers' Club Collection The Spice Road,210,3,40.0,used American oak,70,20,70,50,0,60,60,50,20,20,50,10,50,20
2862,Redwood Empire Cask Strength Emerald Giant,3,3,58.2,"new, charred American oak (char #3)",30,0,70,75,10,50,50,10,0,0,30,50,10,0
2863,Redemption Sur Lee,0,3,47.0,"new, charred American oak",10,0,60,70,50,50,50,20,0,0,40,80,80,70
2864,Little Book Chapter 6: To the Finish,28,4,58.7,"finished with cherrywood staves, applewood smoked barrels, hickory smoked barrels, and maplewood staves",50,0,25,20,10,45,45,50,0,0,20,10,35,15
2865,Catoctin Creek Ragnarök Rye (2022 Release),5,4,46.0,"new white oak, finished in sugar maple and cherrywood ",20,0,60,70,40,80,40,20,0,0,50,60,20,0
2866,Thomas S. Moore Merlot Cask Finished Bourbon,2,3,46.65,"new, charred American oak; finished in merlot casks",20,0,40,40,20,40,40,50,0,0,35,45,30,0
2867,American Highway Reserve Bourbon (Batch 1),12,4,48.0,"new, charred American oak",5,0,70,10,5,60,60,60,0,0,25,20,15,0
2868,FUJI Single Grain Whisky,8,4,46.0,,0,0,30,40,0,20,40,40,0,10,80,70,60,70
2869,10th Street Peated Single Malt,25,3,46.0,ex-bourbon,70,50,40,20,70,60,40,30,0,20,50,30,40,20
2870,WhistlePig RoadStock Rye,38,3,43.0,"new, charred American oak, ex-wine, ex-beer ",15,0,45,40,15,45,45,40,0,10,20,20,40,15
2871,Square 6 High Rye Bourbon,30,4,47.5,"new, charred American oak ",5,0,50,55,5,45,40,50,0,0,15,5,10,0
2872,O.H. Ingram River-Aged Rye Whiskey,7,3,49.0,new charred oak barrels,30,0,70,50,0,40,50,40,0,0,60,70,50,20
2873,Sagamore Spirit Distiller's Select Tequila Finish Rye,28,3,49.0,extra añejo tequila barrel finish,20,0,70,70,20,70,50,30,0,0,30,70,40,20
2874,Noble Oak Double Oak Rye,68,2,48.0,"new, charred American oak; finished with port oak staves",10,0,80,60,40,50,70,30,0,0,60,50,70,10
2875,Waterford Ballymorgan Edition 1.1,6,4,50.0,French & American oak,0,0,35,45,20,30,25,10,0,0,20,20,20,20
2876,Ella Jones Straight Bourbon,15,2,47.0,"new, charred American oak (char #3)",20,0,50,30,20,60,40,40,0,0,50,20,10,0
2877,Compass Box Hedonism Felicitas,13,5,53.0,"first fill bourbon, recharred American oak, refill sherry butt",10,0,10,5,0,60,65,40,0,10,20,0,20,15
2878,Westland Silver City Cask Exchange 3,7,3,51.2,ex-Westland Whiskey barrels which held Scotch Ale,50,0,30,80,30,60,40,30,0,0,40,40,10,30
2879,Chicken Cock Kentucky Straight Bourbon,220,3,45.0,"new, charred American oak",10,0,45,40,45,55,50,60,20,10,55,30,15,20
2880,Highland Park Valfather,54,3,47.0,refill casks,45,10,0,5,5,0,0,5,25,5,0,0,0,0
2881,Johnnie Walker A Song of Ice,144,2,40.2,,20,0,50,45,60,50,40,60,20,0,40,70,60,50
2882,Wolfburn Small Batch Release No. 375,5,4,46.0,Half-size first-fill bourbon cask and refill sherry hogshead,0,0,25,10,25,30,30,20,0,0,40,10,35,15
2883,Tom's Town Double Oaked Bourbon,44,2,45.0,"new, charred American oak; finished with French and American oak staves",0,0,40,0,35,45,40,45,0,0,40,0,25,0
2884,Glengoyne Legacy Series: Chapter One 2019,45,3,48.0,First-fill European oak oloroso sherry casks and refill casks,0,0,25,10,30,25,20,30,0,0,5,35,20,10
2885,Glen Moray Elgin Heritage 15 Year,69,3,40.0,ex-sherry and American oak,5,0,45,20,20,35,30,40,0,0,35,10,20,10
2886,Jefferson's Ocean Aged at Sea Voyage 15 Special Wheated Mash Bill,142,4,45.0,"new, charred American oak",15,0,60,0,10,40,20,20,50,50,25,10,30,0
2887,The Lakes The ONE British Blended Whisky,7,2,40.0,,20,20,35,10,15,25,30,35,5,8,30,10,15,10
2888,Old Forester 1910 Old Fine Whisky,1720,3,46.5,"new, charred American oak; finished in lightly toasted, heavily charred barrels",25,0,15,10,25,35,40,15,0,0,20,30,10,0
2889,Bunnahabhain Toiteach A Dhà,188,2,46.3,ex-bourbon and ex-sherry,20,20,5,0,15,0,20,10,0,0,0,0,10,0
2890,Oban Bay Reserve (Game of Thrones-The Night's Watch),267,3,43.0,,10,0,20,10,5,30,30,20,5,2,20,25,35,10
2891,Royal Lochnagar 12 Year (Game of Thrones-House Baratheon),104,3,40.0,,5,0,10,20,15,30,30,20,5,0,25,15,35,15
2892,Macallan Enigma,45,5,44.9,European oak sherry-seasoned casks,0,0,35,30,25,25,40,40,0,0,30,25,30,10
2893,The Glenlivet Captain's Reserve,141,3,40.0,ex-bourbon & ex-sherry; finished in French Limousin ex-cognac,0,0,50,10,0,40,40,70,0,0,70,70,60,40
2894,Bowmore Vault Edition First Release Atlantic Sea Salt,54,5,51.5,,20,10,0,0,10,0,0,20,10,20,10,0,0,0
2895,Eden Mill Hip Flask Series No. 5,0,4,47.0,virgin American oak octave cask (50 liters),10,10,65,10,20,25,20,40,10,25,30,5,70,40
2896,Four Roses Bourbon,826,1,40.0,"new, charred American oak",0,0,20,30,0,30,30,50,0,0,10,10,30,30
2897,Prizefight Irish Whiskey,17,2,43.0,finished in American rye casks,30,0,40,30,0,50,60,50,0,0,60,40,60,70
2898,Deadwood American Rye,10,1,41.5,"new, charred American oak",10,0,40,35,30,30,35,55,10,5,40,15,30,25
2899,Deadwood Straight Bourbon,15,1,40.5,"new, charred American oak",5,0,20,25,30,35,35,70,5,5,60,25,30,25
2900,Glen Scotia 1832 Campbeltown,22,3,46.0,"American oak, finished in Pedro Ximenez sherry casks",25,25,10,30,30,25,20,40,25,20,35,10,25,10
2901,Bird Dog Small Batch Bourbon (Treeing Walker Coonhound),96,2,43.0,"new, charred American oak",0,0,55,45,5,15,35,40,0,0,45,0,40,10
2902,Highland Park Full Volume,97,4,47.2,first-fill bourbon barrels and hogsheads,70,60,55,50,60,40,40,70,50,40,65,50,55,30
2903,Lost Distillery Dalaruan,6,3,43.0,,75,55,60,50,30,30,60,70,20,20,55,75,55,20
2904,Buffalo Trace Experimental Collection Organic 6 Grain Whiskey,8,4,45.0,"new, charred American oak",30,0,60,30,25,50,50,40,0,0,40,40,50,0
2905,Liquormen's Ol' Dirty Canadian Whisky,14,2,40.0,,20,0,60,10,20,30,35,50,0,0,50,20,40,20
2906,Copper Run Small Batch Spirit Whiskey,12,1,40.0,,15,0,25,0,30,30,35,30,0,0,40,10,55,0
2907,Tomintoul Tlàth,46,2,40.0,ex-bourbon American oak,5,10,65,75,30,20,20,60,0,0,75,35,45,45
2908,Big Spring Spirits American Blended Whiskey,11,2,53.85,Oak,20,0,50,10,20,20,30,20,10,0,30,20,10,10
2909,Hotel Tango Mike Moonshine,3,1,45.0,unaged,5,0,40,10,20,20,15,20,15,10,0,15,20,0
2910,Koval White Whiskey Rye,14,2,40.0,,0,0,60,30,20,20,20,20,10,10,15,10,15,15
2911,Connemara Distillers Edition,48,3,43.0,"ex-bourbon, finished in sherry",65,75,60,75,60,50,40,20,5,5,30,20,50,30
2912,Cascade Alchemy Bourbon Whiskey,4,2,40.0,"new, charred American oak",15,0,35,0,75,30,20,35,0,20,45,0,0,0
2913,English Whisky Co. 5 Year (That Boutique-y Whisky Co.),14,2,49.5,,75,60,60,30,30,20,10,50,0,0,55,55,75,20
2914,Syntax Spirits Big Cat Light Whiskey,0,2,45.0,briefly aged in ex-bourbon,0,0,55,85,40,35,40,65,0,0,10,0,75,35
2915,Willie's Genuine Canadian Whisky,7,2,40.0,,30,0,40,10,0,30,30,50,5,0,45,20,35,25
2916,High Commissioner Blended Scotch,20,1,40.0,,5,0,10,0,10,50,50,80,0,0,40,5,50,0
2917,Redemption Barrel Proof 9 Year Straight Bourbon,16,4,55.3,"new, charred American oak ",10,0,70,20,5,70,70,60,0,20,30,15,40,0
2918,Rock Town Arkansas Bourbon,32,2,46.0,"new, charred American oak",20,0,40,10,20,40,50,50,0,0,50,20,10,0
2919,Spirit Hound Straight Malt Whiskey,33,3,45.0,"new, charred American oak",15,15,20,5,0,15,20,60,0,0,15,20,55,40
2920,Wood's High Mountain Distillery Alpine Rye,9,2,44.0,"new, charred American oak",10,0,35,0,0,40,30,60,0,0,15,10,20,10
2921,Balblair 1991 1st Release,6,4,43.0,American white oak,15,0,40,10,50,20,10,60,10,45,55,70,65,60
2922,Murray Hill Club Blended Bourbon,89,4,51.0,"new, charred american oak",0,0,45,0,10,40,30,40,40,10,55,0,0,0
2923,Berentzen Bushel & Barrel,5,1,30.0,,5,0,35,0,10,30,30,70,0,0,40,0,65,20
2924,Union Horse Reserve Straight Bourbon Whiskey,69,2,46.0,"New, Charred American Oak",25,0,80,15,25,65,60,90,0,10,60,0,35,0
2925,Spirit Works Straight Wheat Whiskey,11,3,45.0,"new, charred American oak",10,0,40,30,50,30,30,30,0,0,40,0,40,0
2926,Glenmorangie Sonnalta PX,11,4,46.0,finished in Pedro Ximénez sherry casks,0,0,35,5,75,70,60,65,0,0,65,45,55,40
2927,Antiquary 12 Year,47,3,40.0,American Oak,10,0,0,25,40,10,45,65,5,0,70,45,40,55
2928,Dailuaine 16 Year Flora & Fauna,78,3,43.0,sherry casks,45,0,15,15,20,50,50,45,15,15,55,60,80,55
2929,Snowfall Vermont Whiskey,0,2,54.0,unaged,0,0,70,30,40,25,20,20,15,0,0,10,30,10
2930,Glenfiddich Malt Master's Edition Sherry Cask,53,4,43.0,Oak and Sherry Casks,50,15,50,10,0,50,60,50,15,5,60,20,55,20
2931,Clark & Chesterfield Unaged American Single Malt,0,2,40.0,unaged,0,0,40,30,30,20,30,20,10,10,0,30,10,10
2932,Jim Beam Double Oak,790,2,43.0,"new, charred American oak, finished in another oak barrel",75,0,35,5,0,40,60,65,0,0,50,0,10,10
2933,Hazelburn 10 Year,155,2,46.0,Ex-Bourbon ,0,0,10,20,50,40,40,75,15,15,70,60,75,30
2934,Mackmyra Svensk Ek,117,3,46.1,Swedish oak and ex-bourbon American Oak,0,0,35,45,30,35,20,15,0,0,25,10,20,10
2935,Central Standard Oat Whiskey,3,2,40.0,"new, uncharred oak",0,0,20,30,20,20,20,40,0,0,0,0,40,10
2936,anCnoc Peter Arkle Casks,6,3,46.0,American and Spanish oak,0,0,25,0,15,5,5,50,5,10,45,65,60,20
2937,Barrel Hitch American Whiskey,14,1,53.9,,40,0,50,35,0,50,50,40,0,0,30,10,20,10
2938,Iron Smoke Apple Wood Smoked Whiskey (Discontinued),79,2,40.0,"new, triple charred American oak",60,0,40,0,5,70,70,75,0,0,30,10,40,0
2939,Glenmorangie Túsail,64,4,46.0,ex-bourbon,0,0,55,45,15,60,10,75,5,5,65,70,60,48
2940,The Pogues Irish Whiskey,115,2,40.0,ex-bourbon and ex-sherry ,30,0,35,40,15,35,35,25,0,0,15,25,35,10
2941,Glenmorangie Dornoch,33,4,40.0,Ex Bourbon and Ex Sherry,5,5,20,40,20,20,20,60,0,0,40,40,50,45
2942,Double Diamond Whiskey Cognac-Barrel Finished,0,3,40.0,finished in Cognac barrels,0,0,20,20,30,30,30,50,10,0,30,25,30,10
2943,Short Mountain Tennessee Bourbon,6,2,46.5,"new, charred American oak",15,0,50,0,0,60,60,40,0,0,30,20,10,0
2944,Glengarry Single Malt,22,2,40.0,oak,10,0,30,0,0,50,60,50,0,0,60,15,40,20
2945,Yamazaki 10 Year,80,5,40.0,First-Fill American Oak,10,0,40,20,45,50,30,35,0,0,10,10,45,0
2946,Dunedin Doublewood 15 Year,8,4,40.0,"American oak ex-bourbon, French oak ex-New Zealand red wine",0,0,30,20,40,20,30,50,0,0,60,70,50,50
2947,Backbone Prime Blended Bourbon,33,2,52.0,"new, charred American oak",40,20,80,40,40,70,50,30,30,20,30,20,30,30
2948,O'Begley Old Kilfountan Whiskey,7,2,43.0,ex-bourbon,10,0,40,0,30,30,20,40,0,0,30,0,0,0
2949,George Washington Single Malt Whisky Distillers' Reserve,1,5,40.0,"ex-bourbon, re-coopered in Speyside; finished in Madeira casks",20,0,40,30,50,40,30,40,0,0,40,10,20,0
2950,Starward Wine Cask Malt Whisky,88,3,41.0,ex-shiraz wine cask,0,0,40,30,30,40,40,50,30,20,50,70,60,30
2951,Glencadam 10 Year,151,3,46.0,ex-bourbon,10,0,75,30,10,30,30,20,30,20,30,50,40,30
2952,Whiskey Del Bac Classic Unsmoked,35,2,42.0,15-gallon barrels,10,0,60,20,0,50,50,40,0,0,25,5,30,5
2953,Glenfiddich Reserve Cask,177,3,40.0,ex-sherry,0,0,40,10,5,5,55,60,0,5,65,70,75,45
2954,Five & 20 Rye (SB)2RW,6,2,45.0,"new, charred American oak",20,0,90,30,40,50,40,40,0,0,40,50,20,20
2955,Bakery Hill Double Wood Single Malt,7,4,46.0,"ex-bourbon, finished in French oak",60,0,40,20,40,30,30,30,10,20,30,20,30,40
2956,Nikka Pure Malt Black Whisky,221,3,43.0,,20,15,55,15,15,35,35,30,10,10,25,30,10,0
2957,Henry McKenna Straight Bourbon,288,1,40.0,"new, charred American oak",10,0,40,0,10,70,60,70,0,0,30,5,10,0
2958,Breaker Bourbon,88,2,45.0,"new, charred American oak",30,0,45,20,20,45,45,70,0,0,80,30,40,0
2959,Rock Oyster Blended Malt,130,3,46.8,,25,25,40,25,25,60,50,35,20,20,30,30,20,0
2960,Four Roses Mariage Collection Bourbon (2009 Release),8,3,54.8,"new, charred American oak",0,0,90,40,20,50,50,30,0,0,40,20,70,20
2961,Lost Distillery Gerston Vintage,3,5,46.0,,60,75,30,40,10,60,60,60,30,0,20,0,15,0
2962,Nikka Taketsuru Pure Malt (Discontinued),837,3,43.0,,15,0,5,10,10,70,70,70,0,0,50,0,60,30
2963,Old Pulteney Duncansby Head,15,3,46.0,ex-bourbon & ex-Sherry,10,0,30,20,10,60,55,60,10,10,20,20,65,35
2964,Grand Traverse Straight Bourbon (Discontinued),45,3,46.0,"new, charred American oak",20,0,25,20,0,50,60,50,0,0,40,5,15,0
2965,Lost Distillery Stratheden,22,3,46.0,,10,5,5,10,10,70,70,75,0,10,40,0,40,25
2966,Tamdhu Batch Strength Batch 001,60,4,58.8,ex-sherry,0,0,15,0,10,50,65,75,0,0,50,0,60,20
2967,Bowmore Black Rock,142,2,40.0,primarily Spanish ex-sherry casks,30,30,45,20,20,45,45,30,20,15,10,20,15,0
2968,Jack Ryan 12 Year Single Malt,64,3,46.0,ex-bourbon,5,0,25,5,0,50,40,70,0,0,40,10,60,5
2969,Laws Four Grain Straight Bourbon,325,3,47.5,"new, charred American oak",15,0,50,5,10,70,60,70,0,0,30,5,30,0
2970,Big Bottom Barlow Trail,25,2,45.5,"new, charred American oak",20,0,80,30,20,40,20,80,0,10,60,0,10,40
2971,Johnny Drum Green Label Bourbon,8,2,40.0,"new, charred American oak",60,0,70,50,70,50,50,80,0,0,80,70,60,50
2972,Lovell Bros. Georgia Sour Mash,2,2,43.0,used Tennessee Whiskey barrels,10,0,40,10,30,40,20,60,0,20,40,0,10,10
2973,Bainbridge Battle Point Organic Wheat Whiskey,47,3,43.0,"new, charred American oak",0,0,50,20,15,40,50,50,0,0,10,50,20,0
2974,Old Tub Kentucky Straight Bourbon,768,2,50.0,"new, charred American oak",35,0,75,15,60,70,70,55,0,0,45,40,30,0
2975,Defiance High-Rye Bourbon,12,1,45.0,"new, charred American oak",20,0,70,30,20,60,60,60,0,0,20,30,30,20
2976,Hirsch Selection Kentucky Straight Corn Whiskey,5,2,45.0,used American oak,0,0,0,30,70,60,60,70,0,0,50,0,20,40
2977,Berkshire Bourbon,70,2,43.0,"new, charred American oak",0,0,70,30,30,40,40,70,0,20,70,30,70,60
2978,Glenfarclas 10 Year,372,4,40.0,European oak ex-oloroso sherry cask,15,0,35,20,15,50,25,40,10,0,55,35,65,50
2979,Kinnickinnic Whiskey,55,2,43.0,,50,0,60,30,40,70,50,70,0,40,80,0,70,30
2980,Corsair Galaxy Hopped Whiskey,5,3,46.0,new charred oak,0,0,30,40,5,30,20,30,0,5,10,10,35,50
2981,John J Bowman Single Barrel Bourbon,704,3,50.0,"new, charred American oak",20,0,70,30,40,80,60,70,0,20,90,0,40,40
2982,Hazelburn 12 Year,81,4,46.0,ex-sherry,60,10,50,30,60,80,80,80,30,40,80,10,70,70
2983,TOPO Eight Oak Carolina Whiskey,44,2,46.0,oak of different sizes and char levels,60,0,70,50,30,60,40,50,50,40,70,80,30,70
2984,Journeyman Distillery Buggy Whip Wheat Organic Whiskey,83,2,45.0,"new, charred American oak",20,0,60,20,30,70,60,60,0,0,50,30,40,0
2985,Uisce Beatha Real Irish Whiskey,9,2,40.0,ex-bourbon,20,0,5,10,10,70,60,80,0,0,30,10,35,0
2986,Bowman Brothers Small Batch Bourbon,677,2,45.0,"new, charred American oak",10,0,50,60,40,50,60,80,10,20,90,0,60,20
2987,Onyx Moonshine Secret Stash,6,3,,"5 gallon new, charred American oak sealed in organic beeswax",10,0,20,0,30,50,40,30,0,0,30,10,10,0
2988,Smooth Ambler Yearling,30,2,48.0,new charred oak,0,0,35,20,0,35,35,65,0,0,15,5,30,10
2989,Cedar Ridge Iowa Bourbon (80 Proof) DISCONTINUED,202,2,40.0,new charred oak,0,0,25,10,0,45,45,65,0,0,25,0,45,0
2990,Fighting Cock 6 Year Kentucky Straight Bourbon,245,1,51.5,"new, charred American oak",60,0,85,40,25,35,35,65,0,0,50,15,45,0
2991,(ri)1 Straight Rye Whiskey,99,2,46.0,"new, charred American oak",55,0,85,30,5,30,25,50,0,0,75,20,50,10
2992,Sons of Liberty Battle Cry American Single Malt,30,2,40.0,"new, charred American oak",0,0,40,20,0,60,60,80,0,0,20,0,20,50
2993,Redemption High Rye Bourbon,373,2,46.0,"new, charred American oak",20,0,87,82,65,75,77,81,0,0,83,65,64,66
2994,Usquaebach Old Rare Whisky Stone Flagon,11,4,43.0,,5,0,10,10,5,80,80,80,0,0,25,0,35,15
2995,Connemara Turf Mór,31,4,58.2,ex-bourbon,40,70,30,20,20,50,40,60,20,20,50,40,70,10
2996,Macallan Gold 1824 Series,395,3,40.0,combination of European and American oak and 1st & 2nd fill ex sherry casks,0,0,50,30,10,50,40,70,10,10,60,30,70,20
2997,Oyo Whiskey,55,3,46.0,"new, charred American oak",77,0,71,71,64,74,76,78,0,0,74,38,65,84
2998,Five Fathers Rye,17,2,55.0,new charred oak,0,0,30,0,10,70,70,80,0,0,25,5,15,40
2999,Mortlach 25 Year,18,5,43.4,Refill American,10,0,35,15,15,75,75,65,0,5,20,5,15,5
3000,Journeyman Distillery Featherbone Organic Bourbon,336,2,45.0,"new, charred American oak",50,0,50,50,50,79,73,89,0,0,85,50,50,63
3001,Journeyman Distillery Last Feather Organic Rye,232,2,45.0,"new, charred American oak",50,0,50,50,50,50,74,86,0,0,78,50,67,50
3002,Jack Daniel's Rested Tennessee Rye,44,3,40.0,"new, charred American oak",78,0,83,60,73,75,83,90,0,0,93,50,80,60
3003,Tomatin Cù Bòcan,139,3,46.0,"ex-bourbon, ex-sherry, virgin oak",20,15,35,5,5,60,55,65,0,0,20,0,25,5
3004,Bully Boy American Straight Whiskey,89,2,42.0,American Oak,10,0,80,70,30,60,70,60,0,0,70,10,70,60
3005,Finlaggan Old Reserve Islay Single Malt,213,1,40.0,,40,50,20,35,10,50,50,40,10,10,15,35,35,0
3006,Wild Turkey Bourbon 101,4200,1,50.5,"new, charred American oak",0,0,77,61,72,79,79,87,0,0,85,52,68,68
3007,Glengoyne 10 Year,471,3,40.0,,0,0,0,0,5,65,65,70,0,0,10,15,30,0
