,name,total_rating,cost_rank,abv,cask_type,smoky,peaty,spicy,herbal,oily,full_bodied,rich,sweet,briny,salty,vanilla,tart,fruity,floral
2117,Glendalough 13 Year Mizunara Finish,90,4,46.0,ex-bourbon & Mizunara oak,25,0,10,15,40,45,25,35,10,0,50,20,35,15
2118,High West Bourye (2018 Release),146,3,46.0,"new, charred American oak",20,0,80,60,0,60,60,60,0,0,80,20,0,0
2119,Old Overholt Bonded Straight Rye Whiskey,233,1,50.0,"new, charred American oak",30,0,80,40,10,70,70,60,0,10,70,30,20,0
2120,The Dublin Liberties Oak Devil 5 Year,19,2,46.0,ex-bourbon,5,0,40,35,55,50,55,60,10,5,60,20,35,30
2121,Loch Lomond Inchmoan 12 Year,74,3,46.0,mix of recharred American oak and refill bourbon,50,55,15,32,20,40,40,55,25,20,20,20,30,0
2122,Michter's US*1 Toasted Barrel Finish Rye (2017 Release),283,3,54.3,"new, charred American oak; finished in toasted American oak barrels",20,0,40,15,15,65,75,40,45,20,45,10,0,0
2123,Port Askaig 110 Proof,154,3,55.0,American oak,55,55,20,45,35,35,35,40,15,15,15,20,0,0
2124,Benromach Triple Distilled 2009,11,3,50.0,first-fill bourbon barrels   ,20,10,5,20,25,35,20,35,5,0,25,30,35,15
2125,Octomore Masterclass 08.1/167,112,5,59.3,first-fill bourbon barrels   ,50,80,65,45,40,60,90,10,30,10,0,10,0,20
2126,Early Times Bottled-in-Bond Bourbon,815,1,50.0,"new, charred American oak",10,0,45,20,45,55,50,60,10,5,60,20,20,15
2127,Kurayoshi 8 Year Pure Malt Sherry Cask,58,4,46.0,oak and sherry cask ,15,5,30,35,30,35,35,50,15,15,20,15,30,30
2128,Mars Komagatake Nature of Shinshu Rindo,29,5,52.0,"ex-bourbon, ex-sherry, and ex-Japanese wine barrels",10,25,60,30,25,30,25,75,25,38,20,30,75,40
2129,Timorous Beastie 18 Year,17,4,46.8,,0,0,35,10,35,50,55,55,0,0,35,10,60,20
2130,Johnnie Walker Blenders' Batch Triple Grain American Oak,68,2,41.3,American oak,10,0,60,50,50,60,70,60,0,0,60,30,70,30
2131,Corbin Cash Blended Whiskey,4,2,45.0,,20,0,40,25,30,40,50,50,10,0,40,10,25,0
2132,West Cork 12 Year Rum Cask Finish,26,3,43.0,first-fill bourbon and ex-rum,20,0,70,60,50,60,70,60,0,30,70,30,50,20
2133,Ardbeg Kelpie,197,4,46.0,Black Sea Oak and ex-bourbon,90,70,50,25,40,50,55,65,70,70,50,20,40,20
2134,The Singleton of Glendullan 15 Year,89,2,40.0,ex-bourbon American oak,10,0,20,15,20,40,40,45,20,10,35,25,35,15
2135,Usquaebach An Ard Ri,5,5,57.1,,25,0,40,65,85,80,70,70,15,0,55,10,90,50
2136,Kinsey 7 Year Cask Strength Whiskey,3,2,57.5,reused oak,0,0,75,45,80,70,85,100,0,0,60,0,85,35
2137,Last Straw Darker Side of the Moonshine,2,2,46.0,New American Oak,10,0,40,20,25,35,30,40,0,0,25,10,45,20
2138,Cragganmore (2016 Special Release),11,5,55.7,"refill American hogsheads, rejuvenated American hogsheads, and ex-sherry European oak",10,0,50,20,50,70,60,60,0,10,70,20,50,10
2139,Port Askaig 100° Proof,124,3,57.1,,60,75,40,10,30,70,30,25,20,40,25,0,10,0
2140,GlenDronach Peated,119,2,46.0,"Ex-Bourbon, Finished in Ex-Oloroso Sherry & Ex-Pedro Ximenez Sherry",35,45,40,20,20,40,40,55,10,0,30,10,15,10
2141,Boldt Clear Whiskey (Batch 003),0,2,45.0,,5,0,20,5,10,25,20,15,0,0,0,0,20,30
2142,Blaum Bros. Galena Reserve (Series 0),3,3,57.8,"New, charred American oak; finished in Madeira",20,0,85,0,70,75,60,75,10,55,60,0,20,0
2143,Left for Dead (Batch #1),8,2,44.5,unaged,0,0,25,75,80,40,30,75,0,10,10,20,60,35
2144,Sonoma County Distilling Co. West of Kentucky Bourbon No. 3,10,3,46.0,"new, charred American oak",0,0,50,35,20,35,35,48,0,0,30,10,20,5
2145,Laws Farmer's Select Four Grain Single Barrel Bourbon,29,3,47.5,new American white oak,15,0,35,10,0,55,35,45,0,0,40,0,15,35
2146,Lost Distillery Towiemore,34,2,43.0,,30,10,60,10,40,70,60,40,20,30,40,10,70,20
2147,Pure Scot Signature Blended Whisky,19,3,40.0,,0,0,30,5,0,35,35,50,0,0,25,10,40,5
2148,Kurayoshi 18 Year Pure Malt,39,5,50.0,,15,5,30,40,40,35,45,40,35,15,30,25,25,20
2149,Ohishi Brandy Single Cask Whisky,65,3,41.6,ex-brandy cask,5,0,35,25,30,25,25,45,5,5,20,20,60,35
2150,Wigle's Walkabout Apple Whiskey,9,3,44.8,"new, charred American oak for nearly two years; applewood staves added for final two months",0,0,40,20,0,50,60,50,0,0,30,30,70,0
2151,Boondocks 11 Year Cask Strength American Whiskey,27,3,63.5,American oak ex-whiskey,5,0,30,10,10,80,80,70,0,5,50,15,30,0
2152,Leopold Bros. New York Apple Whiskey,28,2,40.0,finished in used bourbon,10,0,25,10,0,20,20,80,0,0,15,25,90,10
2153,Buffalo Trace Experimental Collection 30 Minute Infrared Light,6,4,45.0,"new, charred American oak (#1 char level)",5,0,40,10,10,80,80,80,0,0,40,30,50,10
2154,Glen Moray Chardonnay Cask 10 Year,74,2,40.0,Ex-chardonnay,0,0,40,10,0,50,60,70,0,0,30,70,70,50
2155,Tomintoul 10 Year,143,2,40.0,ex-bourbon,0,0,35,40,25,15,5,50,40,15,45,65,60,30
2156,Cardhu 18 Year,54,4,40.0,ex-bourbon,0,0,35,10,50,65,35,65,5,0,65,15,35,15
2157,anCnoc Flaughter,21,3,46.0,American oak,45,46,5,0,20,10,0,60,5,5,45,10,35,35
2158,Legs Diamond Whiskey (Unaged),1,2,40.0,unaged,0,0,70,55,20,10,10,20,10,10,5,10,0,30
2159,Glendalough Double Barrel Single Grain,351,2,42.0,"ex-bourbon, ex-oloroso sherry ",10,0,5,10,0,40,40,60,0,0,20,30,50,5
2160,One Eight Distilling Untitled Whiskey No. 6,7,3,50.0,"new, charred American oak; finished in former Cognac, muscat, and oloroso sherry barrels",0,0,40,30,20,30,40,50,0,0,40,20,40,10
2161,Sonoma County Distilling Co. West of Kentucky Bourbon No. 2,20,3,47.5,"new, charred American oak, finished in used American whiskey barrels",40,0,30,10,0,60,60,70,0,0,30,10,40,10
2162,Doc Brewer's Rye Whiskey,3,3,40.0,,0,0,30,20,20,20,20,40,10,0,20,10,30,30
2163,Maker's Mark 46 Cask Strength,568,3,55.3,"new, charred American oak and French Oak staves",35,0,55,25,10,35,35,70,0,0,45,25,20,0
2164,High West Yippee Ki-Yay,474,3,46.0,"new, charred American oak; oak previously containing vermouth; and oak previously containing Qupé Syrah wine",10,0,50,40,30,70,70,60,0,0,40,50,60,20
2165,Port Charlotte Scottish Barley,481,3,50.0,,15,55,40,20,15,40,30,30,50,40,30,15,40,10
2166,Balblair 2005 1st Release,102,3,46.0,ex-bourbon,10,25,20,0,0,50,45,15,0,15,10,10,30,0
2167,Rock Oyster Cask Strength Batch #1,12,2,57.4,,75,60,50,60,40,70,75,35,70,60,65,40,55,40
2168,Yellowstone Select Kentucky Straight Bourbon,1218,3,46.5,"new, charred American oak",15,0,50,25,15,40,25,20,0,0,20,0,20,5
2169,Stalk & Barrel Single Malt,20,3,46.0,ex-bourbon,20,0,60,25,0,35,50,54,0,0,40,40,55,45
2170,The Quiet Man 8 Year Single Malt,135,2,40.0,ex-bourbon,0,0,50,20,20,60,60,70,0,10,70,50,70,70
2171,Old Bardstown Black Label Bourbon (90 Proof),44,1,45.0,"new, charred American oak",20,10,40,60,50,60,60,50,30,10,50,20,30,50
2172,HYDE No. 1 President's Cask 10 Year Sherry Cask Finish,37,3,46.0,"first-fill ex-bourbon, finished in oloroso sherry",20,0,60,60,30,60,60,60,40,50,70,40,70,60
2173,Dunville's Very Rare 10 Year,66,3,46.0,finished in Pedro Ximenez casks,30,0,60,30,50,70,70,70,0,20,60,70,80,60
2174,The Macallan Edition No. 1,81,4,48.0,"American and European oak, predominately ex-sherry",10,0,60,30,30,50,60,50,0,0,40,30,30,0
2175,Limeburners Peated Whisky,8,5,48.0,ex-bourbon,40,50,55,0,0,0,0,68,0,0,45,20,30,78
2176,Mosswood Sour-Ale-Aged American Light Whiskey,8,2,46.0,ex-bourbon; finished in former sour ale casks,0,0,30,40,20,20,20,40,10,0,20,10,25,20
2177,Ironbark Aged Moonshine,1,4,41.0," new, charred American oak",0,0,40,30,30,0,0,60,0,0,40,40,60,50
2178,Hellyers Road Port Cask Matured Single Malt,6,5,48.9,French Oak Australian Ex-Port,30,0,70,0,50,50,60,30,0,0,40,30,40,20
2179,Virgil Kaine Ginger-Infused Bourbon,45,2,40.0,"New, Charred American Oak",25,0,90,90,10,50,50,70,0,0,30,0,60,40
2180,Glenfiddich Cask of Dreams 2012 Canadian Edition,18,4,48.8,American oak,40,0,65,10,0,45,55,40,10,10,50,30,50,20
2181,The Feathery Blended Malt Scotch,27,2,40.0,ex-sherry ,15,0,20,0,15,60,60,50,0,0,50,10,40,15
2182,Royal Brackla 12 Year (Discontinued),170,3,40.0,finished in oloroso sherry casks,35,30,10,25,25,30,40,20,40,45,15,10,40,0
2183,Jim Beam Distiller's Masterpiece,119,5,50.0,"new, charred American oak; finished in Pedro Ximenez sherry casks",20,0,70,0,0,70,70,60,0,0,50,0,60,10
2184,Caribou Crossing Single Barrel Canadian Whisky,384,3,40.0,,30,0,40,50,60,50,60,70,20,20,70,20,70,60
2185,Dark Corner Distillery World's Best Moonshine Corn Whiskey,8,2,50.0,,0,0,40,10,0,60,40,30,0,0,0,0,10,0
2186,Kilchoman Original Cask Strength (2014 Release),41,4,59.2,ex-bourbon,60,50,50,90,40,70,60,40,90,50,40,20,50,30
2187,Ardbeg Supernova 2015,81,5,54.3,,70,90,80,30,25,60,55,30,30,30,10,40,20,0
2188,John Jacob Rye Whiskey,12,2,40.0,oak,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2189,Bowmore 17 Year White Sands,59,4,43.0,ex-bourbon,20,25,10,15,30,35,35,40,5,20,25,10,35,5
2190,Cradle Mountain Single Malt 17 Year,3,5,43.0,,50,20,20,0,60,40,20,50,30,20,60,0,30,50
2191,Nikka Gold & Gold Samurai,63,2,40.0,,15,10,80,20,30,50,70,85,20,15,40,15,40,20
2192,Aberlour 12 Year Non Chill-Filtered,278,2,48.0,traditional oak and seasoned Sherry butts,20,10,55,35,10,50,50,50,5,0,35,0,75,15
2193,Chattanooga Whiskey Co. 1816 Cask,114,2,56.8,"new, charred American oak",50,0,70,40,50,70,60,60,0,10,50,10,40,40
2194,Kinahan's Single Malt 10 Year,38,3,46.0,ex-bourbon,15,0,35,25,15,50,50,50,0,5,25,35,45,10
2195,Starward Malt Whisky,89,3,43.0,ex-Apera wine casks,20,0,50,60,40,50,50,70,20,30,60,40,60,70
2196,Ragtime Rye American Straight Whiskey,52,2,45.2,"new, charred American oak",10,0,70,20,20,40,20,30,0,0,30,20,30,20
2197,Old St. Pete Sweet Corn Whiskey,47,2,44.0,american oak,10,0,40,5,10,70,65,80,0,0,60,5,50,30
2198,Evan Williams 23 Year Bourbon,41,5,53.5,"new, charred American oak",10,0,80,60,20,80,60,50,0,10,70,10,40,30
2199,Fettercairn Fior,56,2,42.0,first-fill bourbon,25,25,30,15,25,45,45,50,10,10,25,15,45,10
2200,Lovell Bros. Georgia Sour Mash Spirits Distilled from Grain,0,2,47.5,,0,0,60,0,30,30,20,30,0,20,20,0,0,10
2201,Glengoyne 18 Year,340,4,43.0,first and re-fill sherry casks,0,0,80,40,50,70,80,70,0,20,40,30,90,30
2202,Glenfiddich Age of Discovery Red Wine Cask 19 Year,52,4,40.0,finished in ex-red wine casks,30,0,80,40,30,70,80,60,10,20,60,30,80,40
2203,Forty Creek Double Barrel Reserve,114,3,40.0,"American white oak, finished in first-fill ex-bourbon",10,0,60,20,30,50,50,40,0,0,50,50,40,0
2204,Low Gap 2 Year Bavarian Hard Wheat,25,3,43.1,"new, charred American oak, used Pappy Van Winkle bourbon barrels, used Limousin Germain-Robin brandy barrels",30,0,55,40,40,50,50,50,0,15,50,50,60,30
2205,Glencadam 14 Year Oloroso Cask Finish,13,3,46.0,finished in ex-oloroso sherry casks,0,0,20,20,20,70,80,70,0,20,70,0,80,20
2206,Balvenie Single Barrel Sherry Cask 15 Year,352,4,47.8,European ex-sherry butt,20,0,50,10,20,60,60,30,20,20,20,10,30,20
2207,Talisker 175th Anniversary,10,4,45.8,,80,60,70,90,30,40,80,60,40,70,60,0,60,30
2208,J.P. Wiser's 18 Year,113,3,40.0,,10,0,30,30,20,60,50,60,0,0,60,20,20,40
2209,Tobermory 15 Year,81,4,46.3,"ex-bourbon, refill casks, ex-sherry",40,50,30,20,30,70,60,50,30,40,60,20,60,70
2210,Tap Rye Port Finished Canadian Rye,11,2,42.0,Ex-Port Cask,60,0,60,50,30,60,50,60,0,30,0,0,30,40
2211,Koval Single Barrel Oat,111,2,40.0,"new, charred American oak",20,0,55,75,50,45,45,70,0,0,60,50,40,40
2212,Koval Single Barrel Rye,190,2,40.0,"new, charred American oak",60,0,80,70,50,60,60,60,0,0,60,40,40,10
2213,Jefferson's Ocean Aged at Sea Voyage 3,967,3,45.0,"new, charred American oak",15,0,75,25,25,45,45,65,0,0,60,30,70,20
2214,Bruichladdich First Growth Cuvée D: Pessac Leognan,4,4,46.0,"ex-bourbon, finished in ex-red Bordeaux casks",10,0,20,30,30,60,60,50,40,50,40,30,70,20
2215,Sons of Liberty Uprising American Single Malt,26,2,40.0,"new, charred American oak and toasted French oak ",10,0,15,0,5,80,80,85,0,0,50,0,15,0
2216,Macallan Amber 1824 Series,491,3,40.0,European and American 1st and 2nd fill ex-sherry casks,0,0,60,20,10,60,70,80,0,0,50,10,90,10
2217,Leopold Bros. Maryland-Style Rye,54,2,43.0,"new, charred American oak",20,0,80,69,68,74,73,71,0,20,73,45,76,68
2218,Michter's US*1 Toasted Barrel Finish Bourbon (2014 Release),166,2,45.7,"new, charred American oak; finished in toasted barrels",65,0,30,0,10,70,75,40,0,0,10,0,10,5
2219,Town Branch Bourbon,424,2,45.0,"new, charred American oak",10,0,20,60,5,55,55,40,0,0,15,5,30,0
2220,Tullibardine 225 Sauternes Finish,171,3,43.0,finished in ex-Sauternes casks,0,0,70,10,10,80,70,80,0,20,80,10,70,70
2221,Wyoming Whiskey Small Batch Bourbon,546,2,44.0,"new, charred American oak",30,0,80,20,40,50,50,40,0,0,50,40,60,0
2222,Very Old Barton 100 Proof Bourbon,596,1,50.0,"new, charred American oak",10,0,20,5,0,55,55,60,0,0,10,0,15,0
2223,TINCUP American Whiskey,1537,2,42.0,"new, charred American oak",20,0,50,30,40,60,60,70,0,0,40,40,70,20
2224,Dalmore Gran Reserva,25,3,40.0,ex-bourbon & ex-sherry,30,0,70,30,20,60,70,80,0,0,50,20,80,10
2225,Tomatin 15 Year 43% (Discontinued),83,2,43.0,refill American oak,40,10,60,50,20,50,50,60,0,20,30,50,50,60
2226,Black Bull 12 Year (Duncan Taylor),62,2,50.0,,30,30,50,40,30,50,50,50,0,30,60,40,70,20
2227,The Irishman Single Malt,195,2,40.0,"ex-Bourbon, ex-Oloroso Sherry",20,0,60,30,20,50,50,60,0,0,40,50,80,30
2228,Old Overholt Straight Rye Whiskey (80 proof),635,1,40.0,"new, charred American oak",60,0,60,20,20,30,30,50,0,0,60,40,50,0
2229,Tullamore D.E.W. 10 Year Single Malt,138,2,40.0,"ex-bourbon, ex-sherry, ex-port, ex-Madeira",20,0,60,30,40,60,60,50,0,0,40,40,70,70
2230,Johnnie Walker Gold Label Reserve,978,4,40.0,,30,30,50,40,30,60,70,80,20,20,50,50,60,20
2231,Kavalan Ex-Bourbon Oak Single Malt,122,4,46.0,ex-Bourbon,20,0,60,30,30,60,60,60,0,0,70,50,60,20
2232,Kavalan Classic Single Malt,524,3,40.0,"refill ex bourbon, refill ex sherry, new American oak",40,0,60,50,60,60,60,60,0,0,60,50,70,20
2233,Michter's US*1 Kentucky Straight Rye,1634,2,42.4,"new, charred American oak",40,0,60,30,40,60,60,30,20,10,0,30,40,0
2234,Michter's US*1 Kentucky Straight Bourbon,3607,2,45.7,"New, Charred American Oak",20,0,50,30,40,50,60,70,10,10,40,40,50,40
2235,Corner Creek Bourbon,361,2,44.0,"new, charred American oak",0,0,30,40,50,50,50,60,0,0,70,10,40,50
2236,Macallan Fine Oak 15 Year,886,4,43.0,"ex-bourbon, European ex-sherry, American ex-sherry",20,0,50,20,40,60,60,60,10,10,60,40,70,20
2237,Highland Park 15 Year,393,3,40.0,"ex-bourbon, ex-Oloroso sherry",50,50,50,20,40,60,60,60,40,40,40,40,50,30
2238,Connemara Cask Strength Peated Single Malt,116,3,57.9,ex-bourbon,50,70,40,40,30,70,60,40,10,10,40,20,30,10
2239,Jameson Gold Reserve,309,4,40.0,"virgin American oak, ex-bourbon, ex-sherry",20,10,40,30,20,70,70,70,10,10,70,30,70,20
2240,Dalmore 15 Year,961,4,40.0,"ex-bourbon and Amoroso, Matusalem, and Apostoles sherry casks",30,10,60,30,10,70,80,80,10,10,60,30,90,20
2241,Monkey Shoulder Blended Malt,6375,2,40.0,Ex-bourbon,10,0,50,50,30,60,60,70,10,20,50,50,80,20
2242,Glenfiddich 12 Year,5952,2,40.0,"American oak ex-bourbon, European oak ex-sherry",20,10,40,30,30,60,60,60,10,20,70,50,70,50
2243,Glenfiddich 15 Year Solera Reserve,2433,3,40.0,"ex-bourbon, ex-sherry, new American oak, solera vat",50,10,60,10,40,70,70,80,10,10,70,30,80,20
2244,Jim Beam Rye,258,1,40.0,"new, charred American oak",40,0,60,0,40,50,30,40,0,20,20,30,40,20
2245,Old Grand-Dad 114 Bourbon,1853,2,57.0,"new, charred American oak",40,0,60,10,50,30,40,10,0,0,20,40,10,0
2246,Ancient Ancient Age 10 Star,232,2,45.0,American Oak,20,0,60,20,30,40,30,30,20,20,20,20,30,20
2247,Glenlivet 15 Year French Oak Reserve,2004,3,40.0,ex-Bourbon & French Limousin oak,20,10,70,20,30,50,50,20,10,10,70,40,60,30
2248,James E. Pepper 1776 Straight Rye (100 Proof),395,2,50.0,"new, charred American oak",0,0,70,20,30,60,50,20,0,20,30,50,20,20
2249,Nine Square Rye,0,2,40.0,,10,0,70,20,0,50,60,40,0,10,0,20,0,20
2250,Aberlour 12 Year Double Cask Matured,2260,2,43.0,"ex-Bourbon, ex-Oloroso Sherry",30,0,50,20,20,70,70,70,10,10,50,40,80,30
2251,Oban Distillers Edition,563,4,43.0,finished in Montilla Fino casks,50,40,40,40,50,60,60,60,30,50,50,50,50,50
2252,Cragganmore 12 Year,1288,3,40.0,refill bourbon barrels,30,30,60,40,30,60,60,60,0,20,40,70,80,50
2253,Bowmore 15 Year,1197,3,43.0,ex-bourbon & sherry,40,40,40,10,20,70,80,70,30,40,70,10,70,20
2254,Bulleit Bourbon,8201,2,45.0,"new, charred American oak",50,0,60,20,40,50,50,40,10,10,30,40,30,30
2255,Mackinlay's Shackleton Rare Old Highland Malt,51,5,47.3,Ex-bourbon & Ex-Sherry,0,0,15,30,60,70,60,60,0,0,50,10,40,20
2256,Waterford Peated Fenniscourt 1.1,1,4,50.0,first-fill U.S. oak; virgin U.S. oak; French oak; and Vin Doux Naturel,55,60,50,45,15,45,45,35,10,10,30,20,55,0
2257,Lagavulin Offerman Edition Charred Oak Cask,76,3,46.0,American and European shaved & heavily re-charred oak casks,45,45,40,45,35,40,40,50,40,30,40,20,40,0
2258,Pinhook Rye Munny,10,2,49.5,"new, charred American oak",20,0,70,50,10,60,50,40,0,0,50,70,60,30
2259,Buzzard's Roost Toasted French Oak Straight Bourbon,2,4,52.5,finished in toasted French Limousin oak barrels,20,0,70,50,10,60,40,30,0,0,80,20,10,0
2260,Penderyn Legend wWw 10th Anniversary,0,2,43.0,"ex-bourbon, finished in ex-Madeira oak barriques ",0,0,30,10,20,45,45,70,0,0,35,45,65,15
2261,Broken Barrel Cask Strength Bourbon,17,2,57.5,"new, charred American oak; finished with ex-bourbon, new French oak, and sherry cask staves",20,0,80,40,20,80,50,40,0,10,70,40,50,30
2262,Broken Barrel Heresy Rye,8,2,52.5,"new, charred American oak; finished with ex-bourbon, new French oak, and sherry cask staves",10,0,90,60,20,60,40,20,0,0,60,70,80,30
2263,Town Branch True Cask Bourbon,24,2,54.05,"new, charred American oak",10,0,40,30,50,80,40,20,0,30,90,30,10,0
2264,Royal Brackla 12 Year Sherry Cask Finish (Oloroso),22,3,46.0,finished in oloroso sherry casks,10,0,25,10,15,70,70,55,0,0,10,15,80,10
2265,St. George Single Malt Lot 21,3,4,43.0,"ex-KY bourbon, ex-TN whiskey, ex-American and French oak apple brandy, ex-agricole rum, ex-Sauternes style American wine",5,0,25,55,0,45,45,30,0,0,15,10,20,10
2266,Royal Brackla 18 Year Sherry Cask Finish (Palo Cortado),6,4,46.0,Palo Cortado sherry cask finish,20,0,60,15,10,55,55,45,0,0,10,35,45,10
2267,Old Perth The Original Blended Malt,7,2,46.0,Sherry casks,0,0,25,10,30,30,25,40,0,0,35,20,30,10
2268,Great Jones Straight Bourbon,37,2,43.0,"new, charred American oak ",15,0,30,5,5,50,50,20,0,0,10,25,20,0
2269,Compass Box Canvas,8,4,46.0,,10,0,60,30,80,60,70,30,0,10,70,50,70,20
2270,Clyde May's 5 Year Special Reserve Straight Bourbon,12,3,55.0,"new, charred American oak",10,0,25,0,5,80,80,85,0,0,30,15,40,0
2271,Stauning Smoke,8,4,47.0,,60,40,20,25,15,85,80,30,10,0,20,10,30,20
2272,Grandgousier Single Barrel Tennessee Whiskey,2,3,47.0,,40,0,40,20,40,50,80,50,0,20,70,60,30,0
2273,Jack Daniel's 10 Year,68,3,48.5,"new, charred American oak",35,0,60,25,15,44,44,55,0,0,30,40,60,0
2274,Stellum Rye,72,3,58.12,"new, charred American oak",20,0,80,90,20,70,60,30,0,10,70,60,10,0
2275,Virginia Distillery Co. Courage & Conviction Bourbon Cask,21,4,46.0,ex-bourbon,5,0,45,40,40,55,55,50,15,10,40,30,35,30
2276,Woodford Reserve Master's Collection Five-Malt Stouted Mash,52,4,45.2,"new, charred American oak",10,0,50,30,0,50,70,50,0,0,90,40,50,0
2277,Son of a Peat The Redeemer,6,3,53.8,,70,50,30,50,80,80,60,40,60,50,50,20,40,0
2278,Glenmorangie X,40,2,40.0,,0,0,10,40,20,50,60,40,0,0,70,20,80,90
2279,Shibui Single Grain 18 Year Sherry Oak,4,5,40.0,manzanilla & fino sherry casks,5,0,30,35,50,45,55,65,5,5,60,35,45,30
2280,Jacob's Pardon Small Batch American Whiskey Recipe No. 1,30,4,48.6,"used barrels and new, charred American oak",5,0,30,0,20,80,80,65,0,5,25,15,30,0
2281,New Riff Maltster Malted Rye Bourbon,17,2,50.0,"new, charred American oak",20,0,80,30,40,60,30,40,0,10,70,60,30,0
2282,Peat's Beast Cask Strength,5,2,52.1,,45,35,10,23,20,35,20,25,30,25,40,20,20,5
2283,Cedar Ridge Iowa Straight Bourbon,51,2,43.0,"new, charred American oak",5,0,45,20,55,50,55,60,10,5,60,20,40,25
2284,Crown Royal Noble Collection 16 Year Rye,37,3,45.0,,30,0,65,50,10,45,45,55,0,0,45,35,30,0
2285,Mars Iwai 45 Japanese Whisky,103,2,45.0,ex-bourbon,10,0,30,10,10,60,50,40,0,5,10,15,30,5
2286,Woody Creek Colorado Straight Bourbon,43,2,45.0,"new, charred American oak",15,0,60,5,15,45,45,50,0,0,20,10,15,0
2287,Compass Box Peat Monster Arcana,22,4,46.0,"refill hogshead, first fill bourbon, recharred barrels, and custom French oak (heavy toast)",80,70,40,30,70,60,30,30,40,20,50,20,20,0
2288,Waterford Ballykilcavan Edition 1.1,8,4,50.0,French & American Oak,0,0,45,20,35,35,30,20,0,0,15,25,25,10
2289,Rampur Double Cask Single Malt,24,4,45.0,American oak ex-bourbon and European oak ex-sherry,20,0,60,40,50,60,80,50,0,40,70,30,60,40
2290,Widow Jane Decadence 10 Year,136,3,45.5,finished in maple syrup barrels,25,0,45,20,20,65,65,70,0,0,40,35,30,0
2291,Glenlivet Caribbean Reserve,445,2,40.0,finished in ex-Caribbean rum casks,20,0,30,0,40,60,60,75,0,0,25,60,75,0
2292,Laws 6 Year San Luis Valley Straight Rye Bonded,25,3,50.0,"new, charred American oak",10,0,80,70,20,80,20,40,0,0,50,20,40,30
2293,The Liberator Irish Malt Whiskey Tawny Port Finish (Inaugural Release),6,3,46.0,"first-fill ex-bourbon barrels, finished in tawny port casks",15,0,65,15,20,45,45,55,0,0,15,40,70,10
2294,Kilbeggan Single Pot Still,40,2,43.0,ex-bourbon,25,0,40,30,25,45,45,60,0,0,30,45,45,0
2295,TINCUP Straight Rye,99,2,45.0,"new, charred American oak",5,0,40,35,45,50,55,55,15,5,60,40,20,25
2296,Wheel Horse Rye (Batch 1),34,2,50.5,"new, charred American oak",50,0,85,70,85,80,85,70,0,0,65,30,20,40
2297,Old Forester Single Barrel Bourbon 100 Proof,58,2,50.0,"new, charred American oak",45,0,85,60,45,75,60,40,0,20,70,10,20,40
