,whisky_id,link,image,name,avr_rating,category,location,total_rating,price_tier,abv,cask_type,smoky,peaty,spicy,herbal,oily,body,rich,sweet,salty,vanilla,tart,fruity,floral
473,474,/spirits/glendronach-master-vintage-1993-25-year,"https://ip-distiller.imgix.net/images/spirits/9ea8f260-183c-0137-9bc7-028e05dce48d/glendronach_1993_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",GlenDronach Master Vintage 1993 25 Year,8.79,Single Malt,"Highlands, Scotland",14.0,5,48.2,oloroso and Pedro Ximenez sherry casks,10,0,40,20,40,90,90,60,10,50,30,80,20
474,475,/spirits/belle-meade-cask-strength-single-barrel-12-year,"https://ip-distiller.imgix.net/images/spirits/652b26a0-fc96-0136-9734-7e49fab3eeb7/belle_meade_cask_strength_12_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Belle Meade Cask Strength Single Barrel Bourbon 12 Year,8.46,Bourbon,"Indiana (bottled in Tennessee), USA",46.0,4,53.25,"new, charred American oak",30,0,60,50,30,90,70,60,20,90,20,0,0
475,476,/spirits/compass-box-stranger-stranger,"https://ip-distiller.imgix.net/images/spirits/755733a0-e155-0136-8918-363878f2cbfa/compass_box_stranger_stranger_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Compass Box Stranger & Stranger,8.09,Other Whiskey,Scotland,23.0,5,46.0,"re-charred hogshead, re-charred barrels, sherry butt, refill hogshead ",10,10,40,40,50,60,80,70,0,90,10,80,40
476,477,/spirits/macnair-s-lum-reek-peated-21-year,"https://ip-distiller.imgix.net/images/spirits/f3c16610-c5c6-0136-0677-76598da2133d/mcnairs_lum_reek_21_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",MacNair's Lum Reek Peated 21 Year,7.78,Peated Blended Malt,Scotland,9.0,5,46.0,"ex-oloroso sherry, virgin oak, ex-red wine",25,20,15,20,45,50,55,25,5,25,15,35,10
477,478,/spirits/garrison-brothers-cowboy-bourbon-barrel-proof-2018-release,"https://ip-distiller.imgix.net/images/spirits/a91770c0-bee4-0136-9acb-7eccb26bd81b/garrison_bros_cowboy_bourbon-2018_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Garrison Brothers Cowboy Bourbon (2018 Release),8.4,Bourbon,"Texas, USA",42.0,5,66.95,"new, charred American oak",30,0,70,40,50,90,60,60,0,80,0,0,0
478,479,/spirits/angel-s-envy-cask-strength-bourbon-2018-edition,"https://ip-distiller.imgix.net/images/spirits/de56dc00-a7ec-0136-476a-1610457c01de/angels_envy_cask_strength_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Angel's Envy Bourbon Finished in Port Wine Barrels Cask Strength (2018 Edition),8.35,Bourbon,"Kentucky, USA",130.0,5,62.0,"new, charred American oak; finished in port wine casks",15,5,65,10,70,75,70,60,10,55,15,25,10
479,480,/spirits/forty-creek-unity,"https://ip-distiller.imgix.net/images/spirits/6a2755b0-9ea6-0136-1b93-464b118e7b01/forty_creek_unity_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Forty Creek Unity,8.06,Canadian,"Ontario, Canada",18.0,3,43.0,,30,0,40,35,25,60,65,55,5,45,25,55,25
480,481,/spirits/benromach-cask-no-1,"https://ip-distiller.imgix.net/images/spirits/6ed1fa90-995b-0136-9f62-020c0291f161/benromach_cask_no_1_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Benromach Cask No 1,,Single Malt,"Speyside, Scotland",,5,60.1,First-fill sherry butt,15,5,35,30,55,55,60,35,0,25,35,40,20
481,482,/spirits/whistlepig-the-boss-hog-v-the-spirit-of-mauve,"https://ip-distiller.imgix.net/images/spirits/f0e29ce0-9438-0136-a7cf-32f801e39531/whistlepig_boss_hog_mauve_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",WhistlePig The Boss Hog V: The Spirit of Mauve,8.69,Rye,"(bottled in Vermont), Canada",107.0,5,58.4,"new, charred American oak, finished in calvados casks",15,0,45,10,5,55,40,15,5,15,0,40,0
482,483,/spirits/parker-s-heritage-barrel-finished,"https://ip-distiller.imgix.net/images/spirits/c6830d40-66b4-0136-d2e0-0a45936a3f10/parkers_heritage_barrel_finished_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Parker's Heritage Barrel Finished in Orange Curaçao Barrels,7.89,Bourbon,"Kentucky, USA",262.0,4,55.0,"new, charred American oak; finished in orange curaçao barrels",25,0,70,20,35,55,55,60,0,35,25,75,0
483,484,/spirits/glenmorangie-grand-vintage-1989,"https://ip-distiller.imgix.net/images/spirits/deb99cf0-19b0-0136-3c16-466fd9e7ae09/glenmorangie_grand_vintage_1989_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Glenmorangie Grand Vintage 1989,8.67,Single Malt,"Highlands, Scotland",9.0,5,43.0,"ex-Côte Rôtie wine, ex-oloroso sherry, ex-bourbon",15,0,35,15,15,50,50,85,10,25,35,90,55
484,485,/spirits/box-quercus-ii-alba,"https://ip-distiller.imgix.net/images/spirits/6a4fe9b0-12ec-0136-803a-66cb33dacf76/box_quercus_2_alba_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Box Quercus II Alba,8.75,Single Malt,Sweden,4.0,4,50.8,ex-bourbon and virgin American oak,20,10,60,20,50,60,55,45,10,35,25,50,20
485,486,/spirits/blood-oath-bourbon-pact-no-4,"https://ip-distiller.imgix.net/images/spirits/a8cc2340-0f58-0136-6847-22bc0330eaf7/blood_oath_bourbon_pact_no_4_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Blood Oath Bourbon Pact No. 4,8.42,Bourbon,"Kentucky, USA",274.0,4,49.3,"new, charred American oak, finished in toasted bourbon barrels",5,0,65,35,60,65,70,60,5,60,25,40,20
486,487,/spirits/ardbeg-grooves-2018-committee-release,"https://ip-distiller.imgix.net/images/spirits/138fa490-0546-0136-b06b-2ef0f16a7226/ardbeg_grooves_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Ardbeg Grooves (2018 Committee Release),8.45,Peated Single Malt,"Islay, Scotland",69.0,4,51.6,heavily-charred ex-red wine casks,70,40,30,20,80,80,70,50,40,50,10,20,0
487,488,/spirits/fukano-12-year-single-cask,"https://ip-distiller.imgix.net/images/spirits/b5689620-e46a-0135-ccdc-0aa6eb543722/fukano_12_year_single_cask_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Fukano 12 Year Single Cask,8.46,Other Whiskey,Japan,26.0,4,41.5,"new, charred oak",10,0,35,40,50,65,75,65,0,60,10,25,10
488,489,/spirits/balcones-texas-rye-cask-strength,"https://ip-distiller.imgix.net/images/spirits/089950c0-deb1-0135-38fc-720e151aec82/balcones_texas_rye_cask_strength_tenth_anniversary_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Balcones Texas Rye Cask Strength,7.41,Rye,"Texas, USA",46.0,4,62.3,,30,0,80,50,30,90,80,70,0,80,10,30,0
489,490,/spirits/collingwood-town-collection-double-barrel,"https://ip-distiller.imgix.net/images/spirits/a1c95870-afc3-0135-e2da-420ca3ec0c8a/collingwood_double_barreled_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Collingwood Town Collection Double Barrel,7.76,Canadian,"Ontario, Canada",34.0,2,45.0,various white oak barrels,50,0,55,20,30,50,55,60,0,50,30,65,45
490,491,/spirits/the-balvenie-tun-1401-batch-5,"https://ip-distiller.imgix.net/images/spirits/63ececb0-acf4-0135-46d6-520d59956811/the_balvenie_tun_1401_5_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Balvenie Tun 1401 Batch 5,9.2,Single Malt,"Speyside, Scotland",10.0,5,50.1,ex-bourbon casks & ex-sherry butts,20,0,20,10,10,75,85,30,0,25,40,55,0
491,492,/spirits/ichiro-s-malt-chichibu-the-peated-2015-cask-strength,"https://ip-distiller.imgix.net/images/spirits/58b59a00-a836-0135-351c-46032ca09b21/ichiros_malt_the_peated_2015_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Ichiro's Malt Chichibu The Peated 2015 Cask Strength,7.8,Peated Single Malt,Japan,5.0,5,62.5,,60,85,60,10,70,80,65,30,60,20,15,25,20
492,493,/spirits/timorous-beastie-40-year,"https://ip-distiller.imgix.net/images/spirits/e7a54bb0-a13d-0135-47f2-263c5fae9991/timorous_beastie_40_year_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Timorous Beastie 40 Year,8.33,Blended Malt,"Highlands, Scotland",3.0,5,54.7,Oak,5,0,35,0,60,65,70,65,0,50,30,40,35
493,494,/spirits/whistlepig-the-boss-hog-iv-the-black-prince,"https://ip-distiller.imgix.net/images/spirits/143d9de0-9cc5-0135-9c3e-4af1e59aa67c/whistlepig_black_prince_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",WhistlePig The Boss Hog IV: The Black Prince,9.17,Rye,"Indiana (bottled in Vermont), USA",133.0,5,59.6,"new, charred American oak; finished in Armagnac barrels",20,0,80,40,20,90,70,60,10,80,20,20,0
494,495,/spirits/stranahan-s-sherry-cask,"https://ip-distiller.imgix.net/images/spirits/599c9900-9597-0135-2306-7a9d3086540e/stranahanssherry_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Stranahan's Sherry Cask,7.73,American Single Malt,"Colorado, USA",257.0,3,47.0,"new, charred American oak; finished in oloroso sherry  ",20,2,25,30,40,60,78,83,2,59,30,75,2
495,496,/spirits/springbank-14-year-bourbon-wood,"https://ip-distiller.imgix.net/images/spirits/6ceefeb0-85d5-0135-1290-0e8ff4823695/springbank_14_year_bourbon_wood_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Springbank 14 Year Bourbon Wood,8.91,Peated Single Malt,"Campbeltown , Scotland",22.0,3,55.8,ex-bourbon,20,25,10,10,60,60,70,25,10,35,20,60,10
496,497,/spirits/speyburn-15-year,"https://ip-distiller.imgix.net/images/spirits/567315c0-8147-0135-a999-3656d3f74cf7/speyburn_15_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Speyburn 15 Year,7.56,Single Malt,"Speyside, Scotland",82.0,3,46.0,American oak and Spanish oak,10,0,40,20,30,80,90,70,0,80,20,70,30
497,498,/spirits/four-roses-limited-edition-small-batch-bourbon-2017,"https://ip-distiller.imgix.net/images/spirits/d6f5e5e0-6fdc-0135-5eff-5634ad211871/four_roses_limited_edition_small_batch_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Four Roses Limited Edition Small Batch Bourbon (2017),8.41,Bourbon,"Kentucky, USA",111.0,4,53.65,"new, charred American oak",20,0,20,10,0,30,40,60,0,60,50,90,85
498,499,/spirits/teaninich-17-year-2017-special-release,"https://ip-distiller.imgix.net/images/spirits/959fae90-64d7-0135-8aa6-026c740d7f77/teaninich_17_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Teaninich 17 Year (2017 Special Release),7.71,Single Malt,"Highlands, Scotland",7.0,5,55.9,refill American oak hogheads and refill American oak barrels,20,0,60,20,40,80,70,60,10,60,20,40,10
499,500,/spirits/octomore-masterclass-08-4-170-virgin-oak,"https://ip-distiller.imgix.net/images/spirits/481e6be0-5f8a-0135-53ee-3a578a129e1c/octomore_masterclass_084_170_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Octomore Masterclass 08.4/170 Virgin Oak,8.62,Peated Single Malt,"Islay, Scotland",24.0,5,58.7,"virgin oak, first-fill bourbon, refill European oak",99,95,15,15,65,75,70,60,80,45,0,34,5
500,501,/spirits/octomore-oba-concept,"https://ip-distiller.imgix.net/images/spirits/79a10680-50ec-0135-6055-7e03e6a2baae/octomore_oba_concept_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Octomore OBA Concept,9.0,Peated Single Malt,"Islay, Scotland",9.0,5,59.7,not disclosed,70,75,70,65,30,50,65,50,65,50,20,75,20
501,502,/spirits/glenfarclas-30-year,"https://ip-distiller.imgix.net/images/spirits/2f6b1470-3d95-0135-f0cd-4ee8b022f6cc/glanfarclas_30_year_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Glenfarclas 30 Year,7.97,Single Malt,"Highlands, Scotland",29.0,5,43.0,European oak ex-oloroso sherry cask,0,0,25,0,0,15,25,15,0,0,0,20,0
502,503,/spirits/knob-creek-25th-anniversary-single-barrel-reserve,"https://ip-distiller.imgix.net/images/spirits/8bf1a1f0-32bf-0135-5224-2acf55d93dfa/knob_creek_25th_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Knob Creek 25th Anniversary Single Barrel Reserve,8.48,Bourbon,"Kentucky, USA",178.0,4,60.9,"new, charred American oak",20,0,55,15,40,50,45,40,0,50,15,10,15
503,504,/spirits/westland-garryana-2017-edition-2-1,"https://ip-distiller.imgix.net/images/spirits/7a3b1b20-29fd-0135-94a4-06d060f5a2cd/garryana_2017_edtion_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Westland Garryana 2017 Edition 21,9.32,American Single Malt,"Washington, USA",25.0,4,50.0,"first-fill bourbon, virgin American oak, virgin Garry oak",40,0,30,0,20,80,70,70,10,80,50,60,0
504,505,/spirits/peerless-straight-rye-whiskey,"https://ip-distiller.imgix.net/images/spirits/b3232b80-286d-0135-3851-6ed487feffb2/peerless_straight_rye_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Peerless Kentucky Straight Rye (24 Months),7.97,Rye,"Kentucky, USA",364.0,4,53.8,"new, charred American oak",20,0,90,50,20,90,70,60,10,70,30,0,0
505,506,/spirits/dalmore-quintessence,"https://ip-distiller.imgix.net/images/spirits/2a476a30-21e4-0135-a32b-46fc76441cc6/dalmore_quintessence_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Dalmore Quintessence,8.67,Single Malt,"Highlands, Scotland",9.0,5,45.0,"ex-bourbon, finished in California red wine barrels",0,0,50,10,50,70,75,70,10,60,70,75,30
506,507,/spirits/jura-tastival-2016,"https://ip-distiller.imgix.net/images/spirits/e46e3a40-21e0-0135-a32a-46fc76441cc6/jura_tastival_limited_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Jura Tastival 2016,7.29,Single Malt,"Islands, Scotland",7.0,4,51.0,"finished in palomino fino, amoroso oloroso and apostoles oloroso sherry casks",10,0,40,20,50,60,75,60,10,60,75,65,40
507,508,/spirits/kilchoman-100-islay-7th-edition,"https://ip-distiller.imgix.net/images/spirits/5f28be60-1cad-0135-26f9-7a0d6d48f2fe/kilchoman_100_percent_islay_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Kilchoman 100% Islay (7th Edition),7.64,Peated Single Malt,"Islay, Scotland",53.0,4,50.0,first-fill and refill ex-bourbon barrels,45,65,50,20,50,40,50,20,25,20,20,20,10
508,509,/spirits/rabbit-hole-straight-bourbon-finished-in-px-sherry-casks,"https://ip-distiller.imgix.net/images/spirits/cba10090-0cda-0135-7a4c-060d585d9027/rabbit_hole_straight_bourbon_px_casks_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Rabbit Hole Straight Bourbon Finished in PX Sherry Casks,7.88,Bourbon,USA,283.0,3,46.5,"new, charred American oak; finished in Pedro Ximenez sherry casks",10,0,40,0,35,60,60,20,0,20,0,25,0
509,510,/spirits/wayne-gretzky-no-99-ice-cask,"https://ip-distiller.imgix.net/images/spirits/c5c44800-0b7a-0135-c7dd-56db86877546/wayne_gretzky_99_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Wayne Gretzky No. 99 Ice Cask,6.71,Canadian,"Ontario, Canada",93.0,3,41.5,ex Bourbon and ex Icewine Casks,40,0,50,10,20,55,60,60,0,40,20,55,40
510,511,/spirits/tyrconnell-16-year-single-malt,"https://ip-distiller.imgix.net/images/spirits/2a258cf0-e81e-0134-3c6e-36eb797d85c8/tyrconnell_16_year_single_malt_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Tyrconnell 16 Year Single Malt,7.98,Single Malt,Ireland,57.0,4,46.0,ex-bourbon American Oak,20,0,25,25,15,50,50,80,0,40,35,80,10
511,512,/spirits/wyoming-whiskey-double-cask,"https://ip-distiller.imgix.net/images/spirits/538be740-debf-0134-8561-022f746a155c/wyoming_whiskey_double_cask_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Wyoming Whiskey Double Cask,7.88,Bourbon,"Wyoming, USA",142.0,3,50.0,"new, charred American oak; finished in Pedro Ximenez sherry casks",20,0,50,30,40,80,80,80,0,60,40,60,0
512,513,/spirits/duncan-taylor-black-bull-40-year-old,"https://ip-distiller.imgix.net/images/spirits/25982af0-bd67-0134-34d3-3a0748bf2673/black_bull_40_year_old_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Black Bull 40 Year (Duncan Taylor),7.25,Blended,Scotland,4.0,5,47.6,,0,0,50,30,50,60,75,65,2,55,75,65,60
513,514,/spirits/booker-s-bourbon-batch-2016-06-noe-hard-times,"https://ip-distiller.imgix.net/images/spirits/db0c8290-b9c3-0134-6327-3a7eac4bdd02/bookers_bourbon_batch_2016_06_noe_hard_times_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=","Booker's Bourbon Batch 2016-06 ""Noe Hard Times""",8.3,Bourbon,"Kentucky, USA",86.0,3,63.9,"new, charred American oak",40,0,80,30,30,60,60,70,0,45,40,40,0
514,515,/spirits/ichiro-s-malt-chichibu-on-the-way,"https://ip-distiller.imgix.net/images/spirits/c6b5e690-a52a-0134-2402-42f303f3d9a1/ichiro_s_malt_chichibu_on_the_way_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Ichiro's Malt Chichibu On the Way,7.92,Single Malt,Japan,25.0,5,58.5,ex-bourbon American oak and Japanese mizunara oak,20,22,75,48,50,60,45,70,5,47,15,80,55
515,516,/spirits/octomore-10-year-second-edition,"https://ip-distiller.imgix.net/images/spirits/c95cf7e0-a361-0134-9be4-6eacc84d4b99/octomore_10_year_second_edition_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Octomore 10 Year Second Edition (2016 Release),8.76,Peated Single Malt,"Islay, Scotland",88.0,5,57.3,ex-bourbon and ex-grenache blanc wine casks,85,80,50,60,60,70,85,50,0,40,30,60,60
516,517,/spirits/st-george-single-malt-lot-16,"https://ip-distiller.imgix.net/images/spirits/a6fd13f0-9f1b-0134-3dee-6ad42521a24c/st_george_single_malt_lot_16_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",St. George Single Malt Lot 16,8.84,American Single Malt,"California, USA",25.0,4,43.0,"variety of casks including used bourbon, port, and sherry ",10,0,40,20,30,60,80,60,0,80,0,30,20
517,518,/spirits/lagavulin-12-year-2016-special-release,"https://ip-distiller.imgix.net/images/spirits/1d8e7090-99b2-0134-7402-2ad8b32e154e/lagavulin_12_year_2016_special_release_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Lagavulin 12 Year (2016 Special Release),9.05,Peated Single Malt,"Islay, Scotland",94.0,4,57.7,,70,80,30,40,50,70,50,40,60,30,30,40,0
518,519,/spirits/brora-38-year-1977-2016-special-release,"https://ip-distiller.imgix.net/images/spirits/ee103260-99a7-0134-8bd6-569fbddb7d56/brora_38_year_1977_2016_special_release_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Brora 1977 38 Year (2016 Special Release),9.73,Peated Single Malt,"Highlands, Scotland",15.0,5,48.6,,70,20,60,20,50,50,50,40,20,60,30,10,40
519,520,/spirits/kilkerran-12-year,"https://ip-distiller.imgix.net/images/spirits/6c286260-7dd1-0134-a8d1-7e96314b89be/kilkerran_12_year_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Kilkerran 12 Year,7.95,Peated Single Malt,"Campbeltown, Scotland",563.0,2,46.0,first-fill ex-bourbon and sherry,50,40,35,25,40,45,80,40,0,45,10,35,20
520,521,/spirits/booker-s-bourbon-batch-2016-04-bluegill-creek,"https://ip-distiller.imgix.net/images/spirits/d4aaf8a0-7887-0134-8d31-56f3cdc239ca/booker_s_bourbon_batch_2016_04_bluegill_creek_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=","Booker's Bourbon Batch 2016-04 ""Bluegill Creek""",8.13,Bourbon,"Kentucky, USA",103.0,3,64.0,"new, charred american oak",45,0,80,30,30,60,60,55,0,35,40,30,0
521,522,/spirits/danfield-s-21-year-old,"https://ip-distiller.imgix.net/images/spirits/e4970330-5d9c-0134-8e3e-3a0e27234fc3/danfield_s_21_year_old_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Danfield's 21 Year,9.33,Canadian,"Alberta, Canada",3.0,2,40.0,,50,0,45,20,10,50,50,55,20,45,15,45,45
522,523,/spirits/whistlepig-vermont-estate-oak-15-year,"https://ip-distiller.imgix.net/images/spirits/9f357e30-30e8-0134-6def-3695ab9a53a1/whistlepig15_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",WhistlePig 15 Year Estate Oak Rye,8.25,Rye,"(bottled in) Vermont, Canada",356.0,5,46.0,"#3 charred new American oak, ex-bourbon, and custom #4 charred Vermont white oak",5,0,60,15,0,65,70,35,10,45,0,15,10
523,524,/spirits/one-eight-distilling-untitled-whiskey-no-1,"https://ip-distiller.imgix.net/images/spirits/3032f090-1d3f-0134-58e8-4ac5ca2d6cd8/one_eight_distilling_untitled_whiskey_no_1_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",One Eight Distilling Untitled Whiskey No. 1,8.0,Other Whiskey,"(bottled in) Washington, D.C., USA",5.0,3,52.5,finished in ex-oloroso sherry,65,0,85,15,70,70,80,75,15,45,0,80,20
524,525,/spirits/wemyss-malts-kiln-embers,"https://ip-distiller.imgix.net/images/spirits/7c6732d0-1ba8-0134-f1bb-32cd65f40928/wemyss_malts_kiln_embers_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Wemyss Malts Kiln Embers,7.0,Peated Blended Malt,Scotland,14.0,2,46.0,,80,85,70,60,50,50,40,30,10,20,10,40,5
525,526,/spirits/canadian-rockies-21-year,"https://ip-distiller.imgix.net/images/spirits/e8b50bd0-19f5-0134-f278-628ece6212df/canadian_rockies_21_year_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Canadian Rockies 21 Year,7.64,Canadian,"British Columbia, Canada",11.0,3,46.0,ex bourbon,35,0,40,10,10,40,45,50,0,60,15,55,60
526,527,/spirits/glen-grant-five-decades,"https://ip-distiller.imgix.net/images/spirits/e371ef50-1789-0134-0f80-3ec692e04e9f/glen_grant_five_decades_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Glen Grant Five Decades,8.22,Single Malt,"Speyside, Scotland",9.0,4,46.0,,5,0,25,0,10,80,70,70,10,60,10,30,15
527,528,/spirits/deerhammer-american-single-malt,"https://ip-distiller.imgix.net/images/spirits/658a5cb0-1622-0134-4a9c-5e07ae6c1cdb/deerhammer_american_single_malt_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Deerhammer American Single Malt,7.51,American Single Malt,"Colorado, USA",77.0,2,45.0,"new, white American oak; sizes ranging from 25-54 gallons",15,0,10,15,5,60,40,50,0,25,0,20,15
528,529,/spirits/kavalan-manzanilla-single-cask,"https://ip-distiller.imgix.net/images/spirits/4b2a9df0-0bca-0134-9062-5ab20e76e32d/kavalan_manzanilla_single_cask_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Kavalan Manzanilla Single Cask,9.0,Single Malt,Taiwan,2.0,5,57.8,Manzanilla Sherry Cask ,45,0,50,15,10,55,55,50,45,60,15,60,30
529,530,/spirits/kilchoman-sanaig-2016,"https://ip-distiller.imgix.net/images/spirits/9af587e0-0a84-0134-e065-623181493017/kilchoman_sanaig_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Kilchoman Sanaig (2016 Edition),7.75,Peated Single Malt,"Islay, Scotland",547.0,3,46.0,Ex-Bourbon and Ex-Oloroso Sherry,80,75,55,10,55,60,65,70,45,60,0,65,15
530,531,/spirits/glenmorangie-tayne,"https://ip-distiller.imgix.net/images/spirits/ff972250-025b-0134-90a8-06b0e34bef73/glenmorangie_tayne_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Glenmorangie Tayne,7.88,Single Malt,"Highlands, Scotland",165.0,4,43.0,ex-Amontillado sherry,5,0,30,10,10,75,70,70,0,30,5,40,10
